Id,Rarity Score,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
2389,102.12,3,Male,Male-Light,Cap Forward,NONE,Mustache,NONE,NONE,Cigarette,NONE,NONE,NONE
2390,143.99,2,Female,Female-Albino,Half Shaved,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2391,119.84,1,Female,Female-Mid,Clown Hair Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2392,60.71,2,Male,Male-Mid,Mohawk Dark,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2393,123.24,2,Female,Female-Albino,Red Mohawk,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2394,176.75,2,Female,Female-Albino,Mohawk,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2395,124.07,3,Female,Female-Dark,Blonde Bob,Horned Rim Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2396,75.8,1,Female,Female-Light,Mohawk Dark,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2397,129.48,4,Female,Female-Dark,Red Mohawk,Nerd Glasses,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
2398,111.2,4,Female,Female-Dark,Mohawk,Blue Eye Shadow,NONE,Mole,NONE,Cigarette,NONE,NONE,NONE
2399,76.41,2,Male,Male-Light,Knitted Cap,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2400,105.14,2,Female,Female-Light,Messy Hair,NONE,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
2401,88.81,3,Male,Male-Mid,Police Cap,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2402,63.05,3,Male,Male-Light,Bandana,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2403,65.11,2,Female,Female-Dark,Headband,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2404,111.97,3,Male,Male-Dark,Do-rag,Small Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2405,78.78,3,Male,Male-Light,Mohawk Dark,NONE,Goat,NONE,NONE,NONE,NONE,NONE,Earring
2406,158.53,2,Male,Male-Dark,NONE,NONE,Luxurious Beard,NONE,Silver Chain,NONE,NONE,NONE,NONE
2407,83.97,2,Female,Female-Mid,Knitted Cap,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2408,77.22,3,Male,Male-Mid,Cap,Eye Patch,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2409,127.84,2,Female,Female-Dark,Mohawk Thin,NONE,NONE,Spots,NONE,NONE,NONE,NONE,NONE
2410,118.73,3,Male,Male-Mid,Shaved Head,Eye Mask,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2411,108.09,2,Female,Female-Dark,Straight Hair Blonde,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2412,112.22,3,Male,Male-Mid,Cap Forward,Classic Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2413,109.85,4,Female,Female-Light,Wild Hair,Green Eye Shadow,NONE,Mole,NONE,Cigarette,NONE,NONE,NONE
2414,91.57,1,Male,Male-Light,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2415,122.26,2,Male,Male-Mid,Messy Hair,NONE,NONE,Spots,NONE,NONE,NONE,NONE,NONE
2416,108.21,2,Male,Male-Dark,Fedora,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2417,101.14,3,Male,Male-Light,Crazy Hair,Small Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2418,79.42,2,Female,Female-Light,Messy Hair,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2419,204.96,3,Male,Male-Mid,Frumpy Hair,NONE,Front Beard,NONE,NONE,NONE,Buck Teeth,NONE,NONE
2420,89.84,3,Male,Male-Light,Police Cap,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
2421,121.66,3,Male,Male-Dark,Headband,NONE,NONE,NONE,NONE,Vape,Smile,NONE,NONE
2422,134.74,2,Female,Female-Dark,Pigtails,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2423,145.97,3,Male,Male-Dark,Hoodie,Clown Eyes Blue,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
2424,301.12,3,Zombie,Zombie,Bandana,NONE,NONE,NONE,NONE,NONE,Frown,NONE,Earring
2425,71.22,2,Female,Female-Mid,Mohawk,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2426,243.59,3,Female,Female-Light,Tiara,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2427,57.56,2,Male,Male-Dark,Messy Hair,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
2428,72.93,3,Female,Female-Light,Frumpy Hair,Regular Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2429,139.41,3,Female,Female-Mid,Straight Hair Dark,Green Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2430,130.88,4,Male,Male-Mid,Bandana,Big Shades,Mustache,NONE,NONE,Vape,NONE,NONE,NONE
2431,78.07,3,Female,Female-Dark,Knitted Cap,Horned Rim Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2432,113.66,2,Female,Female-Light,Wild White Hair,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2433,95.84,3,Male,Male-Mid,Stringy Hair,Classic Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2434,108.08,3,Male,Male-Light,Peak Spike,Eye Patch,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2435,78.3,3,Male,Male-Dark,Hoodie,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2436,118.65,3,Female,Female-Mid,Blonde Short,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
2437,86.81,2,Male,Male-Dark,Peak Spike,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2438,83.3,2,Male,Male-Dark,Cap,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2439,123.8,2,Male,Male-Light,Cowboy Hat,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2440,88.7,2,Male,Male-Light,Stringy Hair,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2441,135.22,3,Male,Male-Mid,Hoodie,NONE,NONE,NONE,NONE,Vape,Smile,NONE,NONE
2442,95.18,3,Female,Female-Mid,Messy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2443,98.14,2,Male,Male-Dark,Purple Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2444,77.46,2,Male,Male-Light,Fedora,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2445,107.92,1,Female,Female-Dark,NONE,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
2446,64.64,3,Male,Male-Light,Crazy Hair,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2447,92.2,4,Female,Female-Light,Stringy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
2448,66.02,2,Male,Male-Dark,Cap,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2449,142.14,3,Male,Male-Dark,Police Cap,Big Shades,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
2450,156.8,4,Male,Male-Dark,Mohawk Thin,Eye Patch,Luxurious Beard,NONE,NONE,Medical Mask,NONE,NONE,NONE
2451,68.82,3,Male,Male-Dark,Mohawk Thin,Big Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2452,124.64,4,Male,Male-Light,Headband,Horned Rim Glasses,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
2453,82.36,3,Male,Male-Light,Crazy Hair,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
2454,142.4,3,Female,Female-Light,Straight Hair Blonde,Green Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2455,116.35,3,Female,Female-Light,Straight Hair Blonde,NONE,NONE,NONE,NONE,Cigarette,Hot Lipstick,NONE,NONE
2456,82.16,2,Male,Male-Light,Cap,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2457,80.84,3,Male,Male-Mid,Bandana,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,Earring
2458,62.73,2,Male,Male-Dark,Knitted Cap,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2459,104.09,3,Male,Male-Albino,Knitted Cap,Big Shades,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2460,895.63,2,Ape,Ape,Bandana,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2461,74.85,3,Female,Female-Mid,Crazy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2462,70.85,2,Female,Female-Dark,Messy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2463,130.67,3,Male,Male-Dark,Cap,NONE,Big Beard,Mole,NONE,NONE,NONE,NONE,NONE
2464,95.16,3,Male,Male-Mid,Hoodie,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
2465,80.42,3,Male,Male-Mid,Knitted Cap,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
2466,84.02,2,Male,Male-Mid,Wild Hair,NONE,NONE,NONE,NONE,NONE,Smile,NONE,NONE
2467,117.17,3,Female,Female-Mid,Tassle Hat,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2468,103.71,3,Male,Male-Dark,Knitted Cap,VR,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2469,105.55,4,Male,Male-Mid,Bandana,Horned Rim Glasses,NONE,NONE,NONE,NONE,Smile,NONE,Earring
2470,94.54,3,Male,Male-Light,Stringy Hair,Eye Patch,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2471,82.85,2,Male,Male-Dark,Bandana,NONE,NONE,NONE,NONE,NONE,Smile,NONE,NONE
2472,105.76,4,Male,Male-Mid,Cap,Horned Rim Glasses,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
2473,89.6,2,Male,Male-Albino,Knitted Cap,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2474,90.3,4,Male,Male-Light,Peak Spike,Nerd Glasses,NONE,Mole,NONE,NONE,NONE,NONE,Earring
2475,139.33,2,Female,Female-Dark,Clown Hair Green,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2476,109.72,2,Female,Female-Light,Half Shaved,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2477,104.74,2,Male,Male-Albino,Cap Forward,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2478,241.14,2,Female,Female-Dark,Pilot Helmet,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
2479,135.14,1,Male,Male-Light,Top Hat,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2480,80.25,2,Male,Male-Dark,Mohawk Dark,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2481,62.27,2,Female,Female-Mid,Bandana,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2482,107.78,2,Male,Male-Light,Fedora,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2483,62.58,3,Male,Male-Mid,Mohawk Dark,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2484,280.95,2,Zombie,Zombie,Wild Hair,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2485,91.19,2,Male,Male-Dark,Purple Hair,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2486,86.02,3,Female,Female-Dark,Frumpy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2487,76.7,1,Female,Female-Dark,Knitted Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2488,116.25,2,Female,Female-Mid,Clown Hair Green,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2489,80.38,3,Male,Male-Dark,Cap Forward,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
2490,165.37,4,Male,Male-Dark,Vampire Hair,Small Shades,Shadow Beard,NONE,NONE,Pipe,NONE,NONE,NONE
2491,902.97,1,Ape,Ape,Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2492,136.82,3,Male,Male-Mid,Do-rag,Horned Rim Glasses,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
2493,61.01,2,Male,Male-Light,Mohawk,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2494,116.78,3,Male,Male-Light,Mohawk Dark,3D Glasses,NONE,NONE,NONE,NONE,Smile,NONE,NONE
2495,175.59,4,Male,Male-Albino,Clown Hair Green,NONE,Mustache,NONE,NONE,Vape,NONE,NONE,Earring
2496,143.6,4,Female,Female-Mid,Blonde Bob,Green Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2497,135.76,4,Male,Male-Mid,Wild Hair,Horned Rim Glasses,Handlebars,NONE,NONE,Vape,NONE,NONE,NONE
2498,103,4,Male,Male-Dark,Do-rag,Classic Shades,Shadow Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
2499,89.89,3,Male,Male-Albino,Wild Hair,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
2500,94.57,3,Male,Male-Light,Mohawk,Regular Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2501,103.85,3,Male,Male-Mid,Police Cap,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,Earring
2502,150.02,3,Female,Female-Mid,Pigtails,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2503,81,3,Male,Male-Dark,Wild Hair,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
2504,65.65,3,Male,Male-Mid,Do-rag,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2505,105.58,4,Male,Male-Dark,Crazy Hair,Eye Patch,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
2506,78.89,2,Male,Male-Light,Wild Hair,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2507,71.42,3,Female,Female-Light,Mohawk,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
2508,108.79,1,Male,Male-Albino,Police Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2509,144.85,2,Male,Male-Mid,Top Hat,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
2510,120.27,3,Male,Male-Light,Frumpy Hair,Eye Patch,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
2511,46.8,2,Male,Male-Dark,Mohawk,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2512,82.77,3,Male,Male-Mid,Cap,Regular Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2513,84.79,2,Male,Male-Albino,Do-rag,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2514,67.24,2,Female,Female-Albino,Crazy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2515,188.19,3,Female,Female-Mid,Orange Side,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
2516,61.32,2,Female,Female-Dark,Mohawk Thin,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2517,95.82,2,Female,Female-Mid,Red Mohawk,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2518,112.06,4,Male,Male-Dark,Mohawk,Horned Rim Glasses,Mustache,Mole,NONE,NONE,NONE,NONE,NONE
2519,88.12,2,Male,Male-Dark,Police Cap,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2520,92.4,3,Male,Male-Light,Bandana,Horned Rim Glasses,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2521,64.44,3,Female,Female-Mid,Mohawk Dark,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
2522,46.8,2,Male,Male-Dark,Mohawk Thin,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2523,124.2,3,Female,Female-Light,Straight Hair Blonde,Big Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2524,76.31,3,Male,Male-Mid,Stringy Hair,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2525,112.83,4,Female,Female-Dark,Tassle Hat,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,Earring
2526,106.85,1,Female,Female-Mid,NONE,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2527,162.98,3,Female,Female-Dark,Pink With Hat,Clown Eyes Blue,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2528,80.31,3,Male,Male-Mid,Mohawk Dark,Eye Patch,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2529,92.67,3,Male,Male-Mid,Mohawk,Regular Shades,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2530,66.95,2,Female,Female-Albino,Knitted Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2531,88.13,3,Female,Female-Dark,Stringy Hair,VR,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2532,128.57,3,Female,Female-Light,Blonde Short,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2533,140.01,4,Female,Female-Mid,Straight Hair,Big Shades,NONE,Mole,NONE,NONE,Purple Lipstick,NONE,NONE
2534,88.15,2,Male,Male-Dark,Shaved Head,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2535,73.92,3,Male,Male-Light,Shaved Head,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
2536,110.96,2,Male,Male-Dark,Cowboy Hat,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2537,77.42,3,Male,Male-Light,Cap Forward,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2538,105.37,3,Male,Male-Dark,Shaved Head,Horned Rim Glasses,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2539,129.44,3,Male,Male-Light,Cap Forward,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,Earring
2540,225.32,2,Female,Female-Light,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2541,107.34,2,Male,Male-Mid,Mohawk Dark,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
2542,90.37,3,Male,Male-Light,Do-rag,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
2543,61.87,2,Female,Female-Light,Messy Hair,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2544,97.88,2,Female,Female-Light,Tassle Hat,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2545,71.41,2,Male,Male-Albino,Mohawk,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2546,110.2,3,Female,Female-Dark,Straight Hair Dark,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
2547,44.49,2,Male,Male-Light,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2548,115.36,3,Male,Male-Mid,Cap Forward,Nerd Glasses,NONE,NONE,NONE,NONE,Smile,NONE,NONE
2549,227.47,3,Female,Female-Light,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
2550,91.94,2,Male,Male-Mid,Hoodie,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2551,162.57,3,Female,Female-Light,Red Mohawk,NONE,NONE,NONE,NONE,Medical Mask,Purple Lipstick,NONE,NONE
2552,87.67,3,Female,Female-Light,Headband,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2553,76.42,2,Male,Male-Mid,Knitted Cap,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2554,71.39,2,Female,Female-Light,Frumpy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2555,75.21,2,Female,Female-Light,Wild Hair,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2556,73.3,3,Male,Male-Dark,Do-rag,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2557,100.92,3,Male,Male-Dark,Do-rag,NONE,Goat,Mole,NONE,NONE,NONE,NONE,NONE
2558,73.39,2,Female,Female-Light,Headband,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2559,68.77,3,Male,Male-Mid,Messy Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2560,335.47,4,Zombie,Zombie,Headband,VR,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
2561,63.5,2,Male,Male-Dark,Cap Forward,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2562,109.73,4,Female,Female-Mid,Knitted Cap,Green Eye Shadow,NONE,NONE,NONE,Cigarette,Hot Lipstick,NONE,NONE
2563,51.03,2,Female,Female-Dark,Mohawk,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2564,76.85,2,Male,Male-Mid,Bandana,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2565,77.38,3,Male,Male-Dark,Mohawk Thin,Regular Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2566,295.65,2,Zombie,Zombie,Messy Hair,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2567,116.51,3,Male,Male-Light,Fedora,NONE,Mustache,NONE,NONE,Cigarette,NONE,NONE,NONE
2568,57.76,2,Male,Male-Light,Wild Hair,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
2569,90.33,3,Male,Male-Mid,Shaved Head,Eye Patch,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2570,114.14,3,Male,Male-Mid,Peak Spike,VR,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2571,116.86,3,Male,Male-Mid,Cap Forward,Regular Shades,NONE,NONE,NONE,NONE,Smile,NONE,NONE
2572,167.26,3,Male,Male-Albino,Vampire Hair,3D Glasses,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2573,127.56,1,Male,Male-Albino,Vampire Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2574,116.51,3,Male,Male-Dark,Purple Hair,NONE,Goat,NONE,NONE,NONE,NONE,NONE,Earring
2575,66.06,2,Male,Male-Mid,Stringy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2576,116.32,1,Male,Male-Albino,NONE,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2577,90.65,3,Male,Male-Dark,Bandana,Eye Mask,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2578,96.23,1,Female,Female-Dark,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2579,75.26,2,Male,Male-Light,Cap Forward,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2580,87.16,2,Male,Male-Mid,Peak Spike,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2581,152.49,3,Male,Male-Albino,Cowboy Hat,Regular Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2582,87.61,3,Male,Male-Albino,Bandana,NONE,Goat,NONE,NONE,NONE,NONE,NONE,Earring
2583,72.7,2,Female,Female-Mid,Crazy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2584,78.72,2,Male,Male-Light,Mohawk Thin,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2585,121.15,3,Male,Male-Light,Headband,NONE,Big Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
2586,99.12,3,Male,Male-Light,Mohawk,Eye Patch,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
2587,84.73,3,Male,Male-Mid,Headband,NONE,NONE,NONE,NONE,NONE,Frown,NONE,Earring
2588,206.54,4,Female,Female-Albino,Tassle Hat,Clown Eyes Blue,NONE,Spots,NONE,NONE,NONE,NONE,Earring
2589,165.77,2,Female,Female-Mid,Dark Hair,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
2590,128.53,4,Male,Male-Dark,Fedora,Nerd Glasses,Muttonchops,NONE,NONE,NONE,NONE,NONE,Earring
2591,125.85,2,Female,Female-Light,Straight Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2592,90.06,3,Male,Male-Light,Cap Forward,VR,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2593,92.68,3,Male,Male-Mid,Bandana,Eye Patch,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2594,71.87,2,Female,Female-Dark,Frumpy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2595,81.76,4,Male,Male-Dark,Stringy Hair,Classic Shades,NONE,Mole,NONE,NONE,NONE,NONE,Earring
2596,128.54,1,Female,Female-Mid,NONE,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2597,77.25,2,Male,Male-Dark,Mohawk,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2598,62.94,2,Female,Female-Mid,Messy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2599,81.51,3,Male,Male-Light,Mohawk Dark,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
2600,70.39,2,Male,Male-Light,Peak Spike,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2601,230.36,2,Female,Female-Mid,Tiara,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2602,129.2,2,Female,Female-Dark,Red Mohawk,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2603,58.71,2,Male,Male-Mid,Stringy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2604,79.04,2,Male,Male-Light,Stringy Hair,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2605,195.74,2,Female,Female-Mid,Orange Side,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2606,60.02,2,Male,Male-Light,Headband,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
2607,97.64,3,Male,Male-Mid,Headband,Big Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2608,222.55,4,Female,Female-Albino,Half Shaved,Classic Shades,NONE,Spots,NONE,NONE,Hot Lipstick,NONE,NONE
2609,104.72,3,Male,Male-Albino,Knitted Cap,Regular Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2610,87.33,3,Female,Female-Light,Crazy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2611,124.72,3,Male,Male-Dark,Mohawk Thin,NONE,Front Beard,NONE,NONE,NONE,NONE,Clown Nose,NONE
2612,90.45,2,Male,Male-Light,Peak Spike,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2613,259.57,3,Female,Female-Dark,Pigtails,Welding Goggles,NONE,Mole,NONE,NONE,NONE,NONE,NONE
